"Name","Address","Bedroom","Bathroom","Total_area","Price","Phone"
"Apartemen Setiabudi Sky Garden, 2bedroom, fullfurnished, unit bagus.","SetiaBudi, Jakarta Selatan",2,"2","89 m²"," 3,400,000,000","+6285779405906"
"Jual Apartemen South Hills 1 Bedroom Lantai Sedang Full Furnished","SetiaBudi, Jakarta Selatan",1,"1","60 m²"," 2,820,000,000","+6285229132783"
"Apartemen Mediterania Gajah Mada Residence - 1BR Unfurnished","Gajah Mada, Jakarta Pusat",1,"1","27 m²"," 350,000,000","+6281316958360"
"Dijual/Sewa Apartemen Green Palm Residence","Cengkareng, Jakarta Barat",2,"1","35 m²"," 350,000,000","+6285174055746"
"Apartement Full Furnish Tower Capilano The Mansion Kemayoran Jakarta Pusat","Kemayoran, Jakarta Pusat",2,"1","85 m²"," 1,200,000,000","+6281808198047"
"Apartemen mewah siap pakai di Holland Village 2 ,Jakarta Pusat","Cempaka Putih, Jakarta Pusat",3,"2","131 m²"," 2,300,000,000","+6281806833138"
"Apartemen Murah 2 BR Di Kelapa Gading Jakarta Utara Full Furnished","Kelapa Gading, Jakarta Utara",2,"1","30 m²"," 250,000,000","+6281802236379"
"Apartemen French Walk Tower Evian Garden Furnish Sertifikat Terbaik","Kelapa Gading, Jakarta Utara",3,"2","110 m²"," 1,850,000,000","+6287877356523"
"Apartemen Wang Residence 2BR","Jakarta Barat",2,"2","130 m²"," 4,250,000,000","+6287870299192"
"2 BR PANCORAN RIVERSIDE APARTEMEN, DIJUAL CEPAT","Pancoran, Jakarta Selatan",2,"1","33 m²"," 310,000,000","+6281218166206"
"Apartemen Sudirman Park (2 kamar tidur) - View City Fantastis","Sudirman, Jakarta Selatan",2,"1","48 m²"," 945,000,000","+6285526563639"
"JUAL MURAH APARTEMEN GREEN PARK VIEW TOWER  F","Cengkareng, Jakarta Barat",1,"1","3600 m²"," 160,000,000","+6281393134840"
"DIJUAL APARTEMEN OASIS SENEN JAKARTA PUSAT","Senen, Jakarta Pusat",3,"3","97 m²"," 1,600,000,000","+6287877837765"
"Pancoran riverside apartment","Pengadegan, Jakarta Selatan",1,"1","32 m²"," 400,000,000","+6281540844440"
"DIJUAL UNIT APARTEMEN BELLAGIO RESIDENCE MEGA KUNINGAN JAKARTA SELATAN","Kuningan, Jakarta Selatan",2,"2","56 m²"," 1,400,000,000","+6281114412742"
"Dijual Apartement Casa Grande 3BR Low Floor Tower Bella Unfurnished","Tebet, Jakarta Selatan",3,"2","106 m²"," 4,000,000,000","+6281293299138"
"Dijual Apartemen The Mansion Jasmine","Kemayoran, Jakarta Pusat",2,"1","73 m²"," 1,050,000,000","+6282122029370"
"Jual/Sewa Murah Cepat  Apartemen Termurah Bellagio Residence JJaksel","Kuningan, Jakarta Selatan",2,"2","84 m²"," 1,600,000,000","+6281390452821"
"For Sale Apartement Sudirman Park Full Furnished Middle Floor 2 BR","Karet Tengsin, Jakarta Pusat",2,"1","48 m²"," 950,000,000","+6281280041386"
"Dijual Murah Apartemen Taman Rasuna 2BR Furnish","SetiaBudi, Jakarta Selatan",2,"2","74 m²"," 950,000,000","+6287816498759"
"Dijual Murah Apartemen The Wave 2BR View Pool","SetiaBudi, Jakarta Selatan",2,"1","60 m²"," 900,000,000","+6287812489025"
"Jual Cepat Apartemen 57 Promenade 1BR","Jakarta Pusat",1,"1","55 m²"," 3,300,000,000","+6287879880872"
"Dijual Apartemen Green Lake Sunter, Jakarta Utara","Tanjung Priok, Jakarta Utara",2,"1","42 m²"," 600,000,000","+6287780867416"
"Apartemen Gading Greenhill Furnished Mewah Kelapa Gading Jakarta Utara","Kelapa Gading, Jakarta Utara",2,"1","48 m²"," 650,000,000","+6281189420810"
"Dijual Murah dan Cepat Apartment Wesling Kedoya Garden Jakarta Barat","Kedoya Selatan, Jakarta Barat",3,"2","142 m²"," 1,900,000,000","+6281186168705"
"APARTEMEN DEKAT MALL DENGAN FASILITAS LENGKAP LOKASI STRATEGIS AREA KEMANG","Kemang, Jakarta Selatan",3,"2","173 m²"," 5,500,000,000","+6281387717976"
"Apartemen The Mansion Bougenville 85m², Nego","Kemayoran, Jakarta Pusat",2,"2","85 m²"," 1,500,000,000","+6281613214685"
"Di Jual 2BR Furnish Condominium Apartment Green Bay Pluit","Pluit, Jakarta Utara",2,"2","77 m²"," 1,800,000,000","+6288285172734"
"2BR Semi Furnished Apartemen Mediterania Garden Residences 1   Mall Central Park","Tanjung Duren, Jakarta Barat",2,"1","42 m²"," 675,000,000","+6281805087632"
"APARTEMEN STUDIO DI JUAL MURAH Di Jl. PIK2, Pantai Indah Kapuk","Penjaringan, Jakarta Utara",1,"1","21 m²"," 340,000,000","+6281385268065"
"APARTEMEN PURI PARK VIEW TOWER E PESANGGRAHAN JAKARTA BARAT","Kembangan, Jakarta Barat",1,"1","36 m²"," 600,000,000","+6285575322640"
"Dijual 2 kamar apartemen gading mediterania residence furnish 480 juta","Kelapa Gading, Jakarta Utara",2,"1","43 m²"," 450,000,000","+6287877065729"
"Apartemen Setiabudi Sky Garden, 2bedroom, luas 93m2, baru renovasi.","SetiaBudi, Jakarta Selatan",2,"2","93 m²"," 4,200,000,000","+6285776754320"
"Dijual Apartemen The Empyreal Lantai Rendah 2BR Full Furnished","SetiaBudi, Jakarta Selatan",2,"2","86 m²"," 2,500,000,000","+6285779410142"
"Jual Murah Apartemen Menteng Park Tipe Studio Semi Furnished","Menteng, Jakarta Pusat",1,"1","32 m²"," 950,000,000","+6285226879999"
"Dijual Disewakan Apartemen Pakubuwono House","Kebayoran Baru, Jakarta Selatan",2,"2","165 m²"," 6,000,000,000","+6287889612396"
"Dijual Apartemen The Wave Setiabudi Luas dan Lokasi Strategis","SetiaBudi, Jakarta Selatan",1,"1","40 m²"," 700,000,000","+6281117621750"
"Private Apartement SOHO Pancoran lokasi di Jakarta Selatan dekat kemana mana","Pancoran, Jakarta Selatan",1,"2","97 m²"," 2,600,000,000","+6285813932427"
"Apartemen Dijual LA Hub di Jakarta Selatan Dekat Aeon","Lenteng Agung, Jakarta Selatan",1,"1","22 m²"," 525,000,000","+6287780985382"
"Dijual Apartemen The Empyreal 3 Bedroom Unfurnished View City","SetiaBudi, Jakarta Selatan",3,"2","127 m²"," 3,100,000,000","+6287789872182"
"For Sale Apt Pakubuwono Spring 2Br Rp. 8,5 Milyar Deluxe Apartment","Kebayoran Baru, Jakarta Selatan",2,"2","148 m²"," 8,500,000,000","+6281380969926"
"Jual Harga Miring Apartemen Bassura City-2kamar-Lantai 31.D View Lepas","Cipinang, Jakarta Timur",2,"1","34 m²"," 424,500,000","+6281856716586"
"Apartment Belleza Furnished Harga Terbaik di Jakarta Selatan","Permata Hijau, Jakarta Selatan",2,"2","122 m²"," 2,500,000,000","+6281317121640"
"Apartemen Elit Harga Irit- Bassura City-F.15 Sudio","Cipinang, Jakarta Timur",1,"1","21 m²"," 327,500,000","+6281852201352"
"Strategis Studio Bassura City Twr A lt.15-Nego Alus","Cipinang, Jakarta Timur",1,"1","21 m²"," 381,000,000","+6281852434019"
"Studio G/15 Unfurnish - Nego Sampai Jadi - Bassura City Apartement","Cipinang, Jakarta Timur",2,"1","34 m²"," 326,800,000","+6281856716174"
"Dijual Hot Listing Apartemen Daksa Residence","Kebayoran Baru, Jakarta Selatan",3,"4","149 m²"," 5,500,000,000","+6281610350437"
"Dijual Apartment Taman Rasuna 3 br - Tower Depan","Kuningan, Jakarta Selatan",3,"2","90 m²"," 1,625,000,000","+6281215436731"
"Dijual apartemen 2BR Gading River View","Kelapa Gading, Jakarta Utara",2,"1","35 m²"," 525,000,000","+6281918484375"
"Dijual Unit Renov 2+1BR Furnish View Epicentrum Taman Rasuna","SetiaBudi, Jakarta Selatan",3,"2","74 m²"," 1,250,000,000","+6285819696179"
"Jual Cepat apartemen di Sudirman","Sudirman, Jakarta Selatan",1,"1","33 m²"," 650,000,000","+6285384511254"
"DIJUAL RUGI Apartemen Taman Rasuna 1BR, 2BR & 3BR Fully Furnished","SetiaBudi, Jakarta Selatan",3,"3","97 m²"," 1,500,000,000","+6283141684389"
"Dijual Apartemen City Park Luas 33 m2 Full Furnish Cengkareng","Cengkareng Timur, Jakarta Barat",2,"1","33 m²"," 230,000,000","+6282298376477"
"Apartemen Murce pondok indah cocok unt Mahasiswa, ys","Pondok Indah, Jakarta Selatan",1,"1","65 m²"," 1,200,000,000","+6281384673910"
"APARTEMEN OAKTOWER B LANTAI RENDAH (LANTAI SUPER PREMIUM), JAKARTA UTARA","Kelapa Gading, Jakarta Utara",2,"1","42 m²"," 650,000,000","+6281802304443"
"Apartement Semi Furnish Di Cityhome Mall Of Indonesia Kelapa Gading","Kelapa Gading, Jakarta Utara",2,"1","45 m²"," 665,000,000","+6281801787507"
"Dijual Apartemen Studio di Menteng Park Residences, Jakarta Pusat","Cikini, Jakarta Pusat",1,"1","33 m²"," 1,300,000,000","+6287806214883"
"DIJUAL APARTMENT WESLING - KEBON JERUK, KEDOYA SELATAN, JAKARTA BARAT","Kebon Jeruk, Jakarta Barat",4,"3","101 m²"," 1,000,000,000","+6281291295271"
"Apartemen full furnish tower B di Green hill ,Kelapa gading,Jakarta Utara","Kelapa Gading, Jakarta Utara",2,"1","48 m²"," 465,000,000","+6281804903557"
"Dijual cepat apartemen Gading Resort Residence MOI Jakarta Utara","Kelapa Gading, Jakarta Utara",2,"2","103 m²"," 1,550,000,000","+6287878736882"
"Apartment West Vista Jual Rugi 550jt net","Cengkareng, Jakarta Barat",1,"1","30 m²"," 550,000,000","+6287870569298"
"Dijual Murah Apartment West Vista Studio Hook","Cengkareng, Jakarta Barat",1,"1","34 m²"," 475,000,000","+6287872571390"
"Dijual Apartemen di Jakarta Selatan","SetiaBudi, Jakarta Selatan",3,"3","135 m²"," 2,800,000,000","+6287871500553"
"Dijual Apartemen 2 bedroom Siap Huni di Nuansa Pondok Kelapa","Pondok Kelapa, Jakarta Timur",2,"1","33 m²"," 597,000,000","+6281219736276"
"Apartemen Moi Tower Manhattan Luas 35m2 Type 2KT Low Floor, Jakarta Utara","Kelapa Gading Barat, Jakarta Utara",2,"1","35 m²"," 690,000,000","+6281112973020"
"Apartemen Green Bay Pluit 2 Bedroom Jadi 1 Full Furnish Siap Huni","Penjaringan, Jakarta Utara",1,"1","35 m²"," 420,000,000","+6281220254957"
"Jual Murah Apartemen Puri Imperium 3BR BU banting harga","Jakarta Selatan",3,"2","136 m²"," 2,000,000,000","+6287875161805"
"Dijual Apartemen Siap Huni Di Casablanca East Residence Pondok Bambu D","Pondok Bambu, Jakarta Timur",2,"1","38 m²"," 300,000,000","+6281218455546"
"Dijual Apartment Point Square Lebak Bulus Jakarta Selatan","Lebak Bulus, Jakarta Selatan",3,"3","136 m²"," 2,870,000,000","+6285210763058"
"Dijual Apartemen The Grove - The Empyreal 3 Bedroom Luas 127m2","SetiaBudi, Jakarta Selatan",3,"2","127 m²"," 3,400,000,000","+6281114224904"
"aprt gading Mediterania renovasi bagus","Kelapa Gading, Jakarta Utara",2,"1","60 m²"," 875,000,000","+6281514464740"
"Jual Apartemen Gading Nias - 2 BR, T.Bugenvile, Lt. Rendah, Sertifikat","Kelapa Gading, Jakarta Utara",2,"1","35 m²"," 245,000,000","+6281298575136"
"JUAL Apartemen Gading Nias 2 Kamar Tower Chrysant sudah SHM","Kelapa Gading, Jakarta Utara",2,"1","35 m²"," 215,000,000","+6287779043460"
"Dijual Apartemen city home moi 2 kamar full furnish baru","Kelapa Gading, Jakarta Utara",2,"1","35 m²"," 620,000,000","+6287772532088"
"Dijual 3BR Bassura City Tower Edelweiss Full furnish Rp. 750 Jt","Jatinegara, Jakarta Timur",3,"1","48 m²"," 750,000,000","+6285885082109"
"Apartemen Satu8 Residence Dijual - Luas 146m2","Kedoya Selatan, Jakarta Barat",2,"3","146 m²"," 2,800,000,000","+6281117735732"
"Apartemen Taman Rasuna Said Jakarta selatan, Tower 16, 2BR, Lt25 SHM","Karet Kuningan, Jakarta Selatan",2,"2","74 m²"," 1,250,000,000","+6281313847897"
"Dijual cepat
Apartemen City Resort, cengkareng, jakarta barat3","Cengkareng, Jakarta Barat",2,"1","55 m²"," 550,000,000","+6281217423624"
"Dijual Cepat Apartment Mewah St Regis Kuningan Jakarta Selatan SSI316","Kuningan, Jakarta Selatan",3,"3","355 m²"," 25,000,000,000","+6262815757815"
"JUAL APARTEMEN BAGUS NYAMAN KELAPA GADING","Kelapa Gading, Jakarta Utara",2,"1","94 m²"," 1,600,000,000","+6281317108891"
"Jual Green Pramuka 2 Kamar Tidur Hanya 350jt","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 290,000,000","+6285613768380"
"Dijual/Disewakan Apartemen Denpasar Residence Type 2BR Fully Furnish","Kuningan, Jakarta Selatan",2,"1","60 m²"," 2,100,000,000","+6287814781178"
"Vky - Dijual Cepat Apartemen Puri Orchard 1BR Furnish Tower CH","Kembangan, Jakarta Barat",1,"1","35 m²"," 585,000,000","+6285892766874"
"For Sale Apartment Permata Hijau Suite","Kebayoran Lama, Jakarta Selatan",3,"3","91 m²"," 3,000,000,000","+6281703811527"
"Special Jual Apartemen Bassura City-Edelweis Lt.20-2br Ff-Jakarta Timu","Cipinang, Jakarta Timur",2,"1","34 m²"," 469,000,000","+6281851743901"
"Apartement Kalibata City 2BR Tower Akasia FullFurnish","Kalibata, Jakarta Selatan",2,"1","33 m²"," 350,000,000","+6281788318717"
"Dijual Apartemen Mediterania Garden 2 Tower Heliconia Unfurnished Lantai Rendah","Grogol Petamburan, Jakarta Barat",2,"1","53 m²"," 1,350,000,000","+6285684739290"
"3Kamar E/22 Unfurnish - Nego Sampai Jadi - Bassura City Apartement","Cipinang, Jakarta Timur",3,"1","48 m²"," 644,000,000","+6281852100915"
"Dijual dan Disewakan Apartmen Siap Huni","Casablanca, Jakarta Selatan",2,"2","62 m²"," 1,450,000,000","+6287868730429"
"DIJUAL APARTEMEN Spring Hills Terrace (WS)","Kemayoran, Jakarta Pusat",2,"1","60 m²"," 888,000,000","+6281382809466"
"Apartemen Bukit Golf 3br 184sqm ID 09062021,3","Kebayoran Lama, Jakarta Selatan",3,"3","184 m²"," 5,500,000,000","+6281292085066"
"DIJUAL APT CITY HOME SANFRASISCO BAY LT.5 SIAP HUNI VIEW SELATAN LEPAS","Kelapa Gading, Jakarta Utara",2,"1","45 m²"," 710,000,000","+6281766610983"
"Dijual Condominium Mewah The St Moritz","Puri Indah, Jakarta Barat",4,"3","178 m²"," 6,000,000,000","+6281358664143"
"Apartement 1 park residence","SetiaBudi, Jakarta Selatan",2,"2","92 m²"," 2,300,000,000","+6281127020849"
"Dijual Apartment Kedoya Elok, Kebon Jeruk Jakarta Barat","Kedoya, Jakarta Barat",2,"2","130 m²"," 1,290,000,000","+6281673310807"
"Dijual apartemen sentra timur full furnish cakung","Cakung, Jakarta Timur",2,"1","36 m²"," 400,000,000","+6281380176375"
"Dijual apartemen gold coast Tower Carebean pantai indah kapuk jakarta","Pantai Indah Kapuk, Jakarta Utara",3,"2","113 m²"," 3,500,000,000","+6287883043824"
"DIJUAL APARTEMEN MEWAH PERMATA HIJAU","Jakarta Selatan",4,"3","126 m²"," 3,800,000,000","+6287777868651"
"Dijual HARGA 50% DI BAWAH NJOP Unit 2BR Park Royale Executive","Gatot Subroto, Jakarta Selatan",3,"3","147 m²"," 2,500,000,000","+6285813170004"
"Dijual Apartemen Murah di The Boulevard Tanah Abang","Tanah Abang, Jakarta Pusat",2,"1","42 m²"," 680,000,000","+6281915437720"
"Jual Cepat apartemen OAK Tower Jakarta Timur","Pulo Gadung, Jakarta Timur",2,"1","42 m²"," 620,000,000","+6281284692812"
"Dijual 1Br Soho Pancoran Tower Noble 130m2 Rp. 4,2 M Nego","Pancoran, Jakarta Selatan",1,"2","130 m²"," 4,200,000,000","+6285888812898"
"Dijual Apartement Sudirman Park 2BR Full Furnished View Mas Mansyur","Karet Tengsin, Jakarta Pusat",2,"1","52 m²"," 975,000,000","+6281290689398"
"Dijual Unit Apartemen Neo Soho Residence View Royal Tipe Evenue","Grogol Petamburan, Jakarta Barat",1,"2","97 m²"," 2,250,000,000","+6281360536109"
"Dijual Apartemen The Wave 2 Bedroom Lokasi Strategis Semi Furnished","SetiaBudi, Jakarta Selatan",2,"1","60 m²"," 1,200,000,000","+6281364013883"
"APARTEMEN TAMAN ANGGREK RESIDENCE 3BR  HARGA TERBAIK","Tanjung Duren, Jakarta Barat",3,"3","135 m²"," 4,500,000,000","+6281771180775"
"Southgate apartment","Jagakarsa, Jakarta Selatan",1,"1","30 m²"," 1,200,000,000","+6281542226837"
"Vky-Dijual Apartemen Puri Park View PentHouse  Semi furnish","Kembangan, Jakarta Barat",3,"3","170 m²"," 2,100,000,000","+6285890531702"
"TURUN HARGA       Dijual Apartemen cityhome luas 45m Jakarta Utara","Kelapa Gading, Jakarta Utara",2,"1","45 m²"," 615,000,000","+6281114393499"
"Apartemen 2BR 35m2 Furnish Sertipikat hadap Timur Cityhome MOI","Kelapa Gading Barat, Jakarta Utara",2,"1","35 m²"," 550,000,000","+6281884408375"
"Termurah Dibawah Harga Pasar Apart Setiabudi Sky Garden 93m Rp 2.5M","Kuningan, Jakarta Selatan",2,"1","93 m²"," 2,550,000,000","+6281310109960"
"Dijual Apartemen Pasar Baru Mansion, Jakarta Pusat","Pasar Baru, Jakarta Pusat",1,"1","35 m²"," 400,000,000","+6281114355490"
"Dijual apartemen elpis residence gunung sahari jakarta","Gunung Sahari, Jakarta Pusat",2,"1","42 m²"," 1,250,000,000","+6281381517007"
"Dijual Murah Apartemen Kemang Village 3BR Tower Tiffany","Mampang Prapatan, Jakarta Selatan",3,"2","205 m²"," 6,500,000,000","+6287817498180"
"Green pramuka tower chrysant 2br furnish sudah balik nama","Cempaka Putih, Jakarta Pusat",2,"1","33 m²"," 420,000,000","+6285697539335"
"For Sale Apartemen FX Residence 3 BR Luas 228 m2 Fully Furnished","Tanah Abang, Jakarta Pusat",3,"2","228 m²"," 4,500,000,000","+6281214266001"
"APARTMENT FULL FURNISH PALADIAN PARK DI DAERAH KELAPA GADING, JAKARTA UTARA","Kelapa Gading, Jakarta Utara",2,"1","87 m²"," 860,000,000","+6281803367230"
"Dijual Cepat Apartemen Puri Mansion Siap Huni dan Rapi Lantai Rendah Jakbar","Puri Indah, Jakarta Barat",3,"2","63 m²"," 1,350,000,000","+6281559326806"
"Apartemen Pakubuwono Terrace 2br Ciamik Furnish","Kebayoran Lama, Jakarta Selatan",2,"1","48 m²"," 795,000,000","+6281225826361"
"Jual Studio The Belleza Albergo 45m2  Rp. 1.25 M","Kebayoran Lama, Jakarta Selatan",1,"1","45 m²"," 1,250,000,000","+6285887294421"
"Dijual apartemen puri mansion jakarta barat type studio semi furnish","Cengkareng, Jakarta Barat",1,"1","26 m²"," 500,000,000","+6283875274703"
"Dijual Apartemen The Wave Siap Huni 2 Bedroom Lokasi Strategis","SetiaBudi, Jakarta Selatan",2,"1","60 m²"," 1,000,000,000","+6283873767745"
"DIJUAL CEPAT UNIT STUDIO INTERCON TOWER KEMANG VILLAGE BISA KPA","Kemang, Jakarta Selatan",1,"1","43 m²"," 1,600,000,000","+6281312736137"
"Apartemen Murah 2 kamar 300 juta Green Park View","Cengkareng Barat, Jakarta Barat",2,"1","34 m²"," 300,000,000","+6281217618904"
"JUAL RUGI APARTEMEN STUDIO OSAKA PIK2","Pantai Indah Kapuk, Jakarta Utara",1,"1","14 m²"," 175,000,000","+6287765657549"
"Apartemen taman anggrek condominium 2br tower 23 full furnish","Grogol, Jakarta Barat",3,"2","88 m²"," 1,700,000,000","+6281879511062"
"Dijual Apartemen 2 BR di Denpasar Residence ,Kuningan, Jakarta Selatan","Kuningan, Jakarta Selatan",2,"1","60 m²"," 2,000,000,000","+6281237388501"
"Sisa 15 UNIT apartement siap HUNI DP 5 juta +Furnish","Bintaro, Jakarta Selatan",2,"2","36 m²"," 750,000,000","+6285863155776"
"Pengen Punya apartement Cukup 5 juta saja di Jakarta selatan","Manggarai Selatan, Jakarta Selatan",2,"1","36 m²"," 770,000,000","+6285863187581"
"Apartemen the green pramuka city studio furnish murah","Cempaka Putih, Jakarta Pusat",1,"1","21 m²"," 280,000,000","+6281275443334"
"Minat Invest Apartemen City Home  MOI ? Unit Bagus,Harga Termurah,Boleh Cek.","Kelapa Gading Barat, Jakarta Utara",2,"1","45 m²"," 720,000,000","+6285890889299"
"Permata Hijau Suites, Apartment with a Breathtaking City View","Permata Hijau, Jakarta Selatan",2,"1","60 m²"," 1,900,000,000","+6281316221600"
"JUAL RUGI Senopati Suite 3 Brand New Junior Penthouse 2 lantai Rp.20 M","Kebayoran Baru, Jakarta Selatan",4,"4","512 m²"," 20,000,000,000","+6281121137053"
"Apartemen Pluit Sea View,Pluit,Jakarta Utara","Pluit, Jakarta Utara",2,"1","35 m²"," 350,000,000","+6285372626487"
"APARTEMEN KEMANG VILLAGE TOWER EMPIRE 3BR, UNIT SIAP HUNI","Kemang, Jakarta Selatan",3,"2","132 m²"," 4,000,000,000","+6281762279759"
"Dijual 2 Bed Room Premiere Unit @ Thamrin Residence","Thamrin, Jakarta Pusat",2,"2","83 m²"," 2,700,000,000","+6281380031642"
"Apartemen Bassura City Connect to MALL-E.15 2Kamar- Harga Nego0","Cipinang, Jakarta Timur",2,"1","34 m²"," 440,000,000","+6281852265072"
"Smartest Investment Soho Flexspace Lippo Karawaci - Perfect Living & Bussiness","Kembangan, Jakarta Barat",2,"1","42 m²"," 600,000,000","+6285697459746"
"Apartement Pondok Indah Residence","Kebayoran Lama, Jakarta Selatan",4,"3","156 m²"," 9,720,000,000","+62 8953476130"
"APARTMENT 1 BR RASUNA SAID (THE 18 RESIDENCE) (DIJUAL)","Jakarta Selatan",1,"1","42 m²"," 815,000,000","+62 8955138612"
"For sale Apartment 1 Park Residences","Kebayoran Baru, Jakarta Selatan",2,"1","94 m²"," 2,300,000,000","+6281703468872"
"JUAL APARTEMEN THE SUMMIT 2 Bedroom KELAPA GADING PALING MURAH","Kelapa Gading, Jakarta Utara",2,"2","108 m²"," 2,700,000,000","+6287780781915"
"Apartemen MTH Square Jakarta Timur, 2Bedroom, Unfurnished.","Jatinegara, Jakarta Timur",2,"1","63 m²"," 900,000,000","+6285776195000"
"DIJUAL CEPAT HARGA DIBAWAH NJOP UNIT 2BR LUAS 82M²  FURNISH GOR VIEW","SetiaBudi, Jakarta Selatan",2,"2","82 m²"," 1,250,000,000","+6285818130280"
"BELOW MARKET PRICE FOR SALE  2+ BR-SHM- Mid Fl. Pool View Full Furnish","Kebayoran Baru, Jakarta Selatan",3,"3","133 m²"," 4,800,000,000","+6285816541448"
"Jual apartemen Sunter Park View","Kelapa Gading, Jakarta Utara",2,"1","35 m²"," 345,000,000","+6288998363183"
"JUAL RUGI APARTEMEN MADISON PARK 2BR FULLY FURNISHED. JARANG ADA","Tanjung Duren, Jakarta Barat",2,"1","52 m²"," 1,300,000,000","+6285573782033"
"Apartemen 3BR di Setiabudi SkyGarden Furnished","SetiaBudi, Jakarta Selatan",3,"3","155 m²"," 6,530,000,000","+6285577838855"
"Dijual Apartemen 3BR Green Palace Kalibata City","Kalibata, Jakarta Selatan",3,"2","36 m²"," 800,000,000","+6281337349245"
"APARTEMEN PURI MANSION PRIVATE LIFT 2BR FULL FURNISHED","Kembangan, Jakarta Barat",2,"1","58 m²"," 1,300,000,000","+6285576508207"
"Dijual Murah dan Cepat Apartment Wesling Kedoya Garden Jakarta Barat","Kedoya, Jakarta Barat",3,"2","142 m²"," 1,900,000,000","+6285578980411"
"Dijual Murah Apartemen 1park Residences Gandaria","Kebayoran Lama, Jakarta Selatan",4,"2","140 m²"," 3,900,000,000","+6281310415304"
"Dijual Apartemen Anandamaya Residence  Sudirman 2 BR (150 Sqm) TERMURAH 8,5 M","Karet Tengsin, Jakarta Pusat",2,"2","150 m²"," 8,500,000,000","+62 8773538581"
"Apartemen Sky Terrace","Daan Mogot, Jakarta Barat",3,"2","86 m²"," 1,550,000,000","+6281292915898"
"DIJUAL CEPAT UNIT CASABLANCA EAST RESIDENCE","Pondok Bambu, Jakarta Timur",1,"1","24 m²"," 165,000,000","+6281327112980"
"Apartemen Setiabudi Luas 142 m2","SetiaBudi, Jakarta Selatan",2,"2","142 m²"," 3,500,000,000","+6285714133795"
"DIJUAL APARTMENT THE MANSION TOWER GLORIA LANTAI SEDANG","Kemayoran, Jakarta Pusat",1,"1","31 m²"," 750,000,000","+6281804842953"
"Apartemen Greenbay 1 BR full furnished di Pluit Jakarta Barat","Pluit, Jakarta Utara",1,"1","42 m²"," 585,000,000","+6281808064050"
"Jual Rugi Apartemen Studio Full Furnished Di Thamrin, Jakarta Pusat","Thamrin, Jakarta Pusat",1,"1","32 m²"," 900,000,000","+6281809833412"
"Jual Cepat Apartemen 2 BR OAK Tower Jakarta Timur","Pulo Gadung, Jakarta Timur",2,"1","42 m²"," 600,000,000","+6281288480809"
"Jual cepat 2bedroom furnish lantai tinggi view city bassura city","Tebet, Jakarta Selatan",2,"1","34 m²"," 560,000,000","+6287846383019"
"Dijual cepat Apartemen Pluit Residenseas 2 BR baru","Penjaringan, Jakarta Utara",2,"1","42 m²"," 435,000,000","+6281976571083"
"Jual Apartemen Denpasar Residence 2 Bedroom Lantai Tinggi Furnished","Kuningan, Jakarta Selatan",2,"2","94 m²"," 2,650,000,000","+6285220473126"
"Apartemen Elpis Residence Jakarta Pusat, Studio, Fullfurnished, bagus","Gunung Sahari, Jakarta Pusat",1,"1","23 m²"," 500,000,000","+6285776004109"
"City Homo Bagus Hadap Timur Lantai Tinggi View je MOI","Kelapa Gading, Jakarta Utara",1,"1","35 m²"," 645,000,000","+6281120033511"
"Green Lake Sunter Kosongan Harga Murah","Kelapa Gading, Jakarta Utara",2,"1","42 m²"," 485,000,000","+6281124280892"
"Promo Spesial 2br35m2 Green Bay Pluit Greenbay Furnished Interior Lgkp","Pluit, Jakarta Utara",2,"1","35 m²"," 440,000,000","+6281112037941"
"dijual apartemen Windsor Puri Indah","Puri Indah, Jakarta Barat",2,"2","111 m²"," 4,500,000,000","+6289673726524"
"Fengshui Bagus Bisa KPA Studio Full Furnish Spec Premium Greenbay","Pluit, Jakarta Utara",1,"1","21 m²"," 320,000,000","+6282287168105"
"Apartemen Somerset Grand Citra Mega Kuningan","Jakarta Selatan",3,"2","170 m²"," 4,200,000,000","+6281128807834"
"Apartmentmewah di Jakarta cicilan 2 jutaan","Pekayon, Jakarta Timur",1,"1","21 m²"," 350,000,000","+6281249838032"
"DIJUAL APARTEMEN THE SUMMIT KELAPA GADIN 2BR MURAH MERIAH","Kelapa Gading, Jakarta Utara",3,"2","108 m²"," 2,200,000,000","+6281749404891"
"Apartemen the green pramuka city 2 kamar kosong tower Bougenville","Cempaka Putih, Jakarta Pusat",3,"1","33 m²"," 400,000,000","+6281276153656"
"Apartemen baru super luas mewah siap huni di Bintaro Park Jakarta","Pesanggrahan, Jakarta Selatan",2,"1","36 m²"," 746,648,199","+6282144949368"
"Apartemen the green pramuka city studio furnish","Cempaka Putih, Jakarta Pusat",1,"1","21 m²"," 280,000,000","+6281271962445"
"Dijual Apartemen Batavia 1 Bedroom Lantai Tinggi Furnished","Bendungan Hilir, Jakarta Pusat",1,"1","38 m²"," 850,000,000","+6285223372531"
"Dijual Apartemen Menteng Square, Unit Gandeng, Lokasi Bagus","Menteng, Jakarta Pusat",2,"2","68 m²"," 800,000,000","+6281288796519"
"JUAL APARTEMEN GADING NIAS RESIDENCE 2BRFULLFURNISH KELAPAGADING JAKUT","Kelapa Gading, Jakarta Utara",2,"1","35 m²"," 310,000,000","+6285527529044"
